Материал,Качество,Название материала,Бердо,Плотность по утку,Склад,Завод,Вид движения,Партия,Количество,Базовая ЕИ,Дата проводки,Время ввода,Имя пользователя,Описание палитры,Вес план,Вес факт,Заказ,Номер линии,Номер станка
DU4587_CL73_678,DU,ZARA 4587 CL73 120X3500 R,32,380,7510,XIVA,101,51393,85.258,М2,2025-10-09,17:41:12,STOREKEEPER3,ZARA,61.92,0,100001266283,21,T21
DU4587_CL73_679,DU,ZARA 4587 CL73 150X3500 R,32,380,7510,XIVA,101,52291,107.966,М2,2025-10-20,08:14:49,STOREKEEPER3,ZARA,78.41,0,100001273764,21,T21
DU4587_CL73_679,DU,ZARA 4587 CL73 150X3500 R,32,380,7510,XIVA,101,51260,107.966,М2,2025-10-08,04:21:09,STOREKEEPER3,ZARA,78.41,0,100001264902,21,T21
DU4587_CL73_680,DU,ZARA 4587 CL73 200X3500 R,32,380,7510,XIVA,101,52294,143.808,М2,2025-10-21,18:17:25,STOREKEEPER3,ZARA,104.47,0,100001273777,21,T21
DU4587_CL73_680,DU,ZARA 4587 CL73 200X3500 R,32,380,7510,XIVA,101,52112,143.808,М2,2025-10-18,21:27:46,STOREKEEPER3,ZARA,104.47,0,100001272328,21,T21
DU4587_CL73_680,DU,ZARA 4587 CL73 200X3500 R,32,380,7510,XIVA,101,51928,143.808,М2,2025-10-17,09:02:16,STOREKEEPER3,ZARA,104.49,0,100001270723,23,T23
DU4587_CL73_680,DU,ZARA 4587 CL73 200X3500 R,32,380,7510,XIVA,101,51928,143.808,М2,2025-10-17,09:02:31,STOREKEEPER3,ZARA,104.49,0,100001270724,23,T23
DU4587_CL73_680,DU,ZARA 4587 CL73 200X3500 R,32,380,7510,XIVA,101,51307,143.808,М2,2025-10-08,11:08:38,STOREKEEPER3,ZARA,104.47,0,100001265427,23,T23
DU4587_CL73_879,DU,ZARA 4587 CL73 250X3500 R,32,380,7510,XIVA,101,52290,182.918,М2,2025-10-19,13:54:31,STOREKEEPER3,ZARA,132.89,0,100001273753,21,T21
DU4587_CL73_879,DU,ZARA 4587 CL73 250X3500 R,32,380,7510,XIVA,101,52115,182.918,М2,2025-10-18,21:27:27,STOREKEEPER3,ZARA,132.89,0,100001272332,21,T21
DU4587_CL73_879,DU,ZARA 4587 CL73 250X3500 R,32,380,7510,XIVA,101,52115,182.918,М2,2025-10-18,21:27:12,STOREKEEPER3,ZARA,132.89,0,100001272331,21,T21
DU4587_CL73_879,DU,ZARA 4587 CL73 250X3500 R,32,380,7510,XIVA,101,52115,182.918,М2,2025-10-18,21:26:58,STOREKEEPER3,ZARA,132.89,0,100001272330,21,T21
DU4587_CL73_879,DU,ZARA 4587 CL73 250X3500 R,32,380,7510,XIVA,101,51197,182.918,М2,2025-10-07,11:41:20,STOREKEEPER3,ZARA,132.92,0,100001264502,21,T21
DU5554_CL65_680,DU,ZARA 5554 CL65 200X3500 R,32,380,7510,XIVA,101,51758,142.104,М2,2025-10-13,20:23:51,STOREKEEPER3,ZARA,103.25,0,100001269258,23,T23
DU5554_CL65_680,DU,ZARA 5554 CL65 200X3500 R,32,380,7510,XIVA,101,51758,142.104,М2,2025-10-13,20:23:36,STOREKEEPER3,ZARA,103.25,0,100001269256,23,T23
DU5554_CL65_I26,DU,ZARA 5554 CL65 400X3500 R,32,380,7510,XIVA,101,52877,284.208,М2,2025-10-27,23:52:38,STOREKEEPER3,ZARA,206.57,0,100001278424,23,T23
DU5554_CL65_I27,DU,ZARA 5554 CL65 350X3500 R,32,380,7510,XIVA,101,52952,248.682,М2,2025-10-31,05:27:49,STOREKEEPER3,ZARA,180.73,0,100001279053,21,T21
DU5554_CL65_I27,DU,ZARA 5554 CL65 350X3500 R,32,380,7510,XIVA,101,52953,248.682,М2,2025-10-31,05:28:01,STOREKEEPER3,ZARA,180.73,0,100001279055,21,T21
DU5904_CL67_676,DU,ZARA 5904 CL67 80X3500 R,32,380,7510,XIVA,101,51229,56.842,М2,2025-10-06,16:22:55,STOREKEEPER3,ZARA,41.26,0,100001264681,21,T21
DU5904_CL67_677,DU,ZARA 5904 CL67 100X3500 R,32,380,7510,XIVA,101,51195,71.052,М2,2025-10-07,11:42:39,STOREKEEPER3,ZARA,51.59,0,100001264495,21,T21
DU5904_CL67_678,DU,ZARA 5904 CL67 120X3500 R,32,380,7510,XIVA,101,51229,85.262,М2,2025-10-06,16:22:38,STOREKEEPER3,ZARA,61.92,0,100001264677,21,T21
DU5904_CL67_679,DU,ZARA 5904 CL67 150X3500 R,32,380,7510,XIVA,101,51230,106.578,М2,2025-10-07,11:42:35,STOREKEEPER3,ZARA,77.42,0,100001264698,21,T21
DU5904_CL67_680,DU,ZARA 5904 CL67 200X3500 R,32,380,7510,XIVA,101,51194,142.104,М2,2025-10-06,16:22:19,STOREKEEPER3,ZARA,103.25,0,100001264488,21,T21
DU6242_CL66_015,DU,ZARA 6242 CL66 300X400 R,32,380,7510,XIVA,101,50514,360.0,М2,2025-10-01,01:00:43,STOREKEEPER3,ZARA,17.44,0,100001258197,8,T08
DU6524_CL66_I26,DU,ZARA 6524 CL66 400X3500 R,32,380,7510,XIVA,101,52956,282.59,М2,2025-10-30,18:55:49,STOREKEEPER3,ZARA,205.39,0,100001279063,23,T23
DU6524_CL66_I28,DU,ZARA 6524 CL66 300X3500 R,32,380,7510,XIVA,101,52922,211.942,М2,2025-10-29,16:17:12,STOREKEEPER3,ZARA,153.99,0,100001278945,21,T21
DU6642_CL35_I27,DU,ZARA 6642 CL35 350X3500 R,32,380,7510,XIVA,101,51122,248.492,М2,2025-10-09,06:04:04,STOREKEEPER3,ZARA,180.6,0,100001263685,22,T22
DU6677_CL66_A41,DU,ZARA 6677 CL66 370X3500 R,32,380,7510,XIVA,101,51059,265.28,М2,2025-10-05,09:52:22,STOREKEEPER3,ZARA,192.81,0,100001263404,23,T23
DU6677_CL66_I26,DU,ZARA 6677 CL66 400X3500 R,32,380,7510,XIVA,101,52956,286.79,М2,2025-10-30,18:56:04,STOREKEEPER3,ZARA,208.44,0,100001279064,23,T23
DU6677_CL66_I27,DU,ZARA 6677 CL66 350X3500 R,32,380,7510,XIVA,101,51122,250.942,М2,2025-10-09,06:04:19,STOREKEEPER3,ZARA,182.38,0,100001263686,22,T22
DU6677_CL66_I28,DU,ZARA 6677 CL66 300X3500 R,32,380,7510,XIVA,101,53047,215.092,М2,2025-10-30,12:16:41,STOREKEEPER3,ZARA,148.79,0,100001279990,8,T08
DU6691_CL61_N16,DU,ZARA 6691 CL61 500X3500 R,32,380,7510,XIVA,101,51191,364.438,М2,2025-10-05,21:24:01,STOREKEEPER3,ZARA,264.9,0,100001264478,21,T21
DU6691_CL61_N17,DU,ZARA 6691 CL61 450X3500 R,32,380,7510,XIVA,101,51192,327.994,М2,2025-10-05,21:24:08,STOREKEEPER3,ZARA,238.4,0,100001264480,21,T21
DU6724_CL33_I26,DU,ZARA 6724 CL33 400X3500 R,32,380,7510,XIVA,101,51918,286.23,М2,2025-10-15,21:06:26,STOREKEEPER3,ZARA,208.04,0,100001270655,23,T23
DU6724_CL33_I26,DU,ZARA 6724 CL33 400X3500 R,32,380,7510,XIVA,101,51917,286.23,М2,2025-10-15,21:06:23,STOREKEEPER3,ZARA,208.04,0,100001270653,23,T23
DU6724_CL33_I26,DU,ZARA 6724 CL33 400X3500 R,32,380,7510,XIVA,101,51916,286.23,М2,2025-10-15,21:06:18,STOREKEEPER3,ZARA,208.04,0,100001270652,23,T23
DU6724_CL33_I26,DU,ZARA 6724 CL33 400X3500 R,32,380,7510,XIVA,101,51918,286.23,М2,2025-10-15,21:06:11,STOREKEEPER3,ZARA,208.04,0,100001270654,23,T23
DU6724_CL33_I26,DU,ZARA 6724 CL33 400X3500 R,32,380,7510,XIVA,101,51058,286.23,М2,2025-10-04,09:17:42,STOREKEEPER3,ZARA,208.04,0,100001263403,23,T23
DU6724_CL33_I27,DU,ZARA 6724 CL33 350X3500 R,32,380,7510,XIVA,101,52138,250.452,М2,2025-10-18,09:37:20,STOREKEEPER3,ZARA,182.03,0,100001272484,10,T10
DU6724_CL33_I27,DU,ZARA 6724 CL33 350X3500 R,32,380,7510,XIVA,101,52136,250.452,М2,2025-10-18,23:00:36,STOREKEEPER3,ZARA,182.03,0,100001272480,10,T10
DU6724_CL33_I27,DU,ZARA 6724 CL33 350X3500 R,32,380,7510,XIVA,101,52136,250.452,М2,2025-10-18,23:00:51,STOREKEEPER3,ZARA,182.03,0,100001272481,10,T10
DU6724_CL33_I27,DU,ZARA 6724 CL33 350X3500 R,32,380,7510,XIVA,101,51933,250.452,М2,2025-10-16,13:01:36,STOREKEEPER3,ZARA,182.07,0,100001270749,21,T21
DU6724_CL33_I27,DU,ZARA 6724 CL33 350X3500 R,32,380,7510,XIVA,101,51933,250.452,М2,2025-10-16,13:01:51,STOREKEEPER3,ZARA,182.07,0,100001270753,21,T21
DU6724_CL33_I28,DU,ZARA 6724 CL33 300X3500 R,32,380,7510,XIVA,101,51926,214.672,М2,2025-10-16,12:42:31,STOREKEEPER3,ZARA,155.97,0,100001270715,23,T23
DU6724_CL33_I28,DU,ZARA 6724 CL33 300X3500 R,32,380,7510,XIVA,101,51925,214.672,М2,2025-10-16,12:42:36,STOREKEEPER3,ZARA,155.97,0,100001270711,23,T23
DU6724_CL33_I28,DU,ZARA 6724 CL33 300X3500 R,32,380,7510,XIVA,101,51925,214.672,М2,2025-10-16,12:42:51,STOREKEEPER3,ZARA,155.97,0,100001270712,23,T23
DU6724_CL33_N16,DU,ZARA 6724 CL33 500X3500 R,32,380,7510,XIVA,101,51057,357.788,М2,2025-10-04,21:34:57,STOREKEEPER3,ZARA,260.06,0,100001263399,21,T21
DU6724_CL33_N17,DU,ZARA 6724 CL33 450X3500 R,32,380,7510,XIVA,101,51192,322.008,М2,2025-10-05,21:24:23,STOREKEEPER3,ZARA,234.05,0,100001264481,21,T21
DU6727_CL33_I26,DU,ZARA 6727 CL33 400X3500 R,32,380,7510,XIVA,101,53067,288.75,М2,2025-10-31,13:44:42,STOREKEEPER3,ZARA,209.87,0,100001280405,23,T23
DU6727_CL33_I28,DU,ZARA 6727 CL33 300X3500 R,32,380,7510,XIVA,101,53049,216.562,М2,2025-10-31,06:56:07,STOREKEEPER3,ZARA,157.39,0,100001279996,8,T08
DU6727_CL33_I28,DU,ZARA 6727 CL33 300X3500 R,32,380,7510,XIVA,101,51074,216.562,М2,2025-10-05,15:31:41,STOREKEEPER3,ZARA,157.39,0,100001263446,8,T08
DU6727_CL33_N16,DU,ZARA 6727 CL33 500X3500 R,32,380,7510,XIVA,101,51191,360.938,М2,2025-10-05,21:24:16,STOREKEEPER3,ZARA,262.35,0,100001264479,21,T21
DU6727_CL33_N17,DU,ZARA 6727 CL33 450X3500 R,32,380,7510,XIVA,101,51193,324.844,М2,2025-10-06,16:20:55,STOREKEEPER3,ZARA,236.11,0,100001264482,21,T21
DU6804_CL63_676,DU,ZARA 6804 CL63 80X3500 R,32,380,7510,XIVA,101,51638,57.47,М2,2025-10-13,20:47:18,STOREKEEPER3,ZARA,41.73,0,100001268435,21,T21
DU6804_CL63_677,DU,ZARA 6804 CL63 100X3500 R,32,380,7510,XIVA,101,51683,70.368,М2,2025-10-12,16:36:40,STOREKEEPER3,ZARA,51.11,0,100001268695,23,T23
DU6804_CL63_678,DU,ZARA 6804 CL63 120X3500 R,32,380,7510,XIVA,101,51638,84.44,М2,2025-10-13,20:46:47,STOREKEEPER3,ZARA,61.31,0,100001268429,21,T21
DU6804_CL63_679,DU,ZARA 6804 CL63 150X3500 R,32,380,7510,XIVA,101,51636,109.542,М2,2025-10-13,00:12:37,STOREKEEPER3,ZARA,79.6,0,100001268395,21,T21
DU6804_CL63_680,DU,ZARA 6804 CL63 200X3500 R,32,380,7510,XIVA,101,51685,148.236,М2,2025-10-12,16:34:56,STOREKEEPER3,ZARA,107.73,0,100001268699,23,T23
DU6804_CL63_879,DU,ZARA 6804 CL63 250X3500 R,32,380,7510,XIVA,101,51640,181.476,М2,2025-10-15,14:55:11,STOREKEEPER3,ZARA,131.87,0,100001268415,21,T21
DU6858_CL35_676,DU,ZARA 6858 CL35 80X3500 R,32,380,7510,XIVA,101,50756,57.524,М2,2025-10-02,06:38:42,STOREKEEPER3,ZARA,41.75,0,100001260496,23,T23
DU6858_CL35_677,DU,ZARA 6858 CL35 100X3500 R,32,380,7510,XIVA,101,50707,71.906,М2,2025-10-01,07:33:07,STOREKEEPER3,ZARA,52.2,0,100001259923,21,T21
DU6858_CL35_678,DU,ZARA 6858 CL35 120X3500 R,32,380,7510,XIVA,101,50732,86.288,М2,2025-10-01,18:36:00,STOREKEEPER3,ZARA,62.66,0,100001260365,21,T21
DU6858_CL35_680,DU,ZARA 6858 CL35 200X3500 R,32,380,7510,XIVA,101,50786,143.808,М2,2025-10-01,07:31:38,STOREKEEPER3,ZARA,104.47,0,100001260995,8,T08
DU6858_CL35_680,DU,ZARA 6858 CL35 200X3500 R,32,380,7510,XIVA,101,50789,143.812,М2,2025-10-01,22:12:53,STOREKEEPER3,ZARA,104.47,0,100001261000,8,T08
DU6858_CL35_I26,DU,ZARA 6858 CL35 400X3500 R,32,380,7510,XIVA,101,52533,287.616,М2,2025-10-23,15:03:46,STOREKEEPER3,ZARA,209.04,0,100001275786,23,T23
DU6858_CL35_I27,DU,ZARA 6858 CL35 350X3500 R,32,380,7510,XIVA,101,52611,251.664,М2,2025-10-25,02:42:01,STOREKEEPER3,ZARA,182.91,0,100001276407,21,T21
DU6858_CL35_I27,DU,ZARA 6858 CL35 350X3500 R,32,380,7510,XIVA,101,51429,251.664,М2,2025-10-10,01:15:36,STOREKEEPER3,ZARA,182.87,0,100001266697,6,T06
DU6858_CL35_I27,DU,ZARA 6858 CL35 350X3500 R,32,380,7510,XIVA,101,51433,251.672,М2,2025-10-10,01:15:20,STOREKEEPER3,ZARA,182.87,0,100001266703,6,T06
DU6858_CL35_N17,DU,ZARA 6858 CL35 450X3500 R,32,380,7510,XIVA,101,51613,323.568,М2,2025-10-12,02:11:35,STOREKEEPER3,ZARA,235.14,0,100001268224,21,T21
DU6955_CL36_006,DU,ZARA 6955 CL36 400X500 R,32,380,7510,XIVA,101,52105,40.0,М2,2025-10-18,21:00:33,STOREKEEPER3,ZARA,29.07,0,100001272299,23,T23
DU7326_CL63_678,DU,ZARA 7326 CL63 120X3500 R,32,380,7510,XIVA,101,51583,85.414,М2,2025-10-11,08:57:08,STOREKEEPER3,ZARA,62.05,0,100001267951,21,T21
DU7332_CL33_003,DU,ZARA 7332 CL33 400X800 R,32,380,7510,XIVA,101,51195,64.0,М2,2025-10-07,11:41:52,STOREKEEPER3,ZARA,46.51,0,100001264492,21,T21
DU7332_CL33_004,DU,ZARA 7332 CL33 400X700 R,32,380,7510,XIVA,101,51195,56.0,М2,2025-10-07,11:42:08,STOREKEEPER3,ZARA,40.7,0,100001264493,21,T21
DU7332_CL33_005,DU,ZARA 7332 CL33 400X600 R,32,380,7510,XIVA,101,51184,48.0,М2,2025-10-06,02:14:25,STOREKEEPER3,ZARA,34.88,0,100001264447,23,T23
DU7332_CL33_006,DU,ZARA 7332 CL33 400X500 R,32,380,7510,XIVA,101,51195,80.0,М2,2025-10-07,11:42:24,STOREKEEPER3,ZARA,29.07,0,100001264494,21,T21
DU7332_CL33_007,DU,ZARA 7332 CL33 400X400 R,32,380,7510,XIVA,101,51184,32.0,М2,2025-10-06,02:14:40,STOREKEEPER3,ZARA,23.26,0,100001264448,23,T23
DU7332_CL33_008,DU,ZARA 7332 CL33 350X400 R,32,380,7510,XIVA,101,51247,56.0,М2,2025-10-07,15:11:59,STOREKEEPER3,ZARA,20.35,0,100001264776,10,T10
DU7332_CL33_009,DU,ZARA 7332 CL33 350X500 R,32,380,7510,XIVA,101,51230,35.0,М2,2025-10-07,11:42:03,STOREKEEPER3,ZARA,25.43,0,100001264693,21,T21
DU7332_CL33_010,DU,ZARA 7332 CL33 350X600 R,32,380,7510,XIVA,101,51247,84.0,М2,2025-10-07,15:12:15,STOREKEEPER3,ZARA,30.52,0,100001264777,10,T10
DU7332_CL33_011,DU,ZARA 7332 CL33 350X700 R,32,380,7510,XIVA,101,51247,49.0,М2,2025-10-07,15:12:30,STOREKEEPER3,ZARA,35.61,0,100001264778,10,T10
DU7332_CL33_012,DU,ZARA 7332 CL33 350X800 R,32,380,7510,XIVA,101,51247,56.0,М2,2025-10-07,15:12:46,STOREKEEPER3,ZARA,40.7,0,100001264780,10,T10
DU7332_CL33_014,DU,ZARA 7332 CL33 300X300 R,32,380,7510,XIVA,101,51229,18.0,М2,2025-10-06,16:21:52,STOREKEEPER3,ZARA,13.08,0,100001264670,21,T21
DU7332_CL33_015,DU,ZARA 7332 CL33 300X400 R,32,380,7510,XIVA,101,51229,24.0,М2,2025-10-06,16:22:07,STOREKEEPER3,ZARA,17.44,0,100001264673,21,T21
DU7332_CL33_016,DU,ZARA 7332 CL33 300X500 R,32,380,7510,XIVA,101,51229,60.0,М2,2025-10-06,16:22:22,STOREKEEPER3,ZARA,21.8,0,100001264675,21,T21
DU7332_CL33_018,DU,ZARA 7332 CL33 300X600 R,32,380,7510,XIVA,101,51194,36.0,М2,2025-10-06,16:21:03,STOREKEEPER3,ZARA,26.16,0,100001264483,21,T21
DU7332_CL33_019,DU,ZARA 7332 CL33 300X700 R,32,380,7510,XIVA,101,51194,42.0,М2,2025-10-06,16:21:18,STOREKEEPER3,ZARA,30.52,0,100001264484,21,T21
DU7332_CL33_021,DU,ZARA 7332 CL33 250X350 R,32,380,7510,XIVA,101,51196,17.5,М2,2025-10-07,11:42:16,STOREKEEPER3,ZARA,12.72,0,100001264499,21,T21
DU7332_CL33_022,DU,ZARA 7332 CL33 250X400 R,32,380,7510,XIVA,101,51196,20.0,М2,2025-10-07,11:42:32,STOREKEEPER3,ZARA,14.53,0,100001264500,21,T21
DU7332_CL33_024,DU,ZARA 7332 CL33 250X500 R,32,380,7510,XIVA,101,51196,25.0,М2,2025-10-07,11:42:47,STOREKEEPER3,ZARA,18.17,0,100001264501,21,T21
DU7332_CL33_028,DU,ZARA 7332 CL33 200X300 R,32,380,7510,XIVA,101,51194,12.0,М2,2025-10-06,16:22:49,STOREKEEPER3,ZARA,8.72,0,100001264490,21,T21
DU7332_CL33_103,DU,ZARA 7332 CL33 300X450 R,32,380,7510,XIVA,101,51194,27.0,М2,2025-10-06,16:21:33,STOREKEEPER3,ZARA,19.62,0,100001264485,21,T21
DU7332_CL33_118,DU,ZARA 7332 CL33 350X550 R,32,380,7510,XIVA,101,51230,38.5,М2,2025-10-07,11:42:19,STOREKEEPER3,ZARA,27.98,0,100001264696,21,T21
DU7332_CL33_137,DU,ZARA 7332 CL33 350X450 R,32,380,7510,XIVA,101,51247,31.5,М2,2025-10-07,15:13:01,STOREKEEPER3,ZARA,22.89,0,100001264781,10,T10
DU7332_CL33_152,DU,ZARA 7332 CL33 400X450 R,32,380,7510,XIVA,101,51184,36.0,М2,2025-10-06,02:14:55,STOREKEEPER3,ZARA,26.16,0,100001264449,23,T23
DU7332_CL33_183,DU,ZARA 7332 CL33 300X350 R,32,380,7510,XIVA,101,51194,21.0,М2,2025-10-06,16:21:49,STOREKEEPER3,ZARA,15.26,0,100001264486,21,T21
DU7332_CL33_677,DU,ZARA 7332 CL33 100X3500 R,32,380,7510,XIVA,101,52356,70.788,М2,2025-10-22,13:23:55,STOREKEEPER3,ZARA,51.42,0,100001274166,21,T21
DU7332_CL33_678,DU,ZARA 7332 CL33 120X3500 R,32,380,7510,XIVA,101,52293,84.944,М2,2025-10-20,16:54:59,STOREKEEPER3,ZARA,61.68,0,100001273826,21,T21
DU7332_CL33_679,DU,ZARA 7332 CL33 150X3500 R,32,380,7510,XIVA,101,52332,105.3,М2,2025-10-22,02:09:22,STOREKEEPER3,ZARA,76.51,0,100001274084,23,T23
DU7332_CL33_680,DU,ZARA 7332 CL33 200X3500 R,32,380,7510,XIVA,101,52350,143.954,М2,2025-10-21,18:16:53,STOREKEEPER3,ZARA,104.57,0,100001274131,21,T21
DU7332_CL33_879,DU,ZARA 7332 CL33 250X3500 R,32,380,7510,XIVA,101,52332,179.944,М2,2025-10-22,02:09:07,STOREKEEPER3,ZARA,130.79,0,100001274083,23,T23
DU7332_CL63_676,DU,ZARA 7332 CL63 80X3500 R,32,380,7510,XIVA,101,51639,56.406,М2,2025-10-13,20:46:59,STOREKEEPER3,ZARA,40.96,0,100001268416,21,T21
DU7332_CL63_677,DU,ZARA 7332 CL63 100X3500 R,32,380,7510,XIVA,101,51602,70.788,М2,2025-10-11,19:55:19,STOREKEEPER3,ZARA,51.41,0,100001268182,23,T23
DU7332_CL63_678,DU,ZARA 7332 CL63 120X3500 R,32,380,7510,XIVA,101,51639,84.944,М2,2025-10-13,20:46:29,STOREKEEPER3,ZARA,61.68,0,100001268413,21,T21
DU7332_CL63_679,DU,ZARA 7332 CL63 150X3500 R,32,380,7510,XIVA,101,51637,105.3,М2,2025-10-13,00:12:33,STOREKEEPER3,ZARA,76.51,0,100001268399,21,T21
DU7332_CL63_680,DU,ZARA 7332 CL63 200X3500 R,32,380,7510,XIVA,101,51685,143.954,М2,2025-10-12,16:35:27,STOREKEEPER3,ZARA,104.57,0,100001268701,23,T23
DU7332_CL63_879,DU,ZARA 7332 CL63 250X3500 R,32,380,7510,XIVA,101,51640,179.944,М2,2025-10-15,14:55:42,STOREKEEPER3,ZARA,130.79,0,100001268420,21,T21
DU7332_CL73_015,DU,ZARA 7332 CL73 300X400 R,32,380,7510,XIVA,101,51278,240.0,М2,2025-10-08,05:25:11,STOREKEEPER3,ZARA,17.44,0,100001265000,8,T08
DU7332_CL73_015,DU,ZARA 7332 CL73 300X400 R,32,380,7510,XIVA,101,51276,432.0,М2,2025-10-07,19:14:42,STOREKEEPER3,ZARA,17.44,0,100001264986,8,T08
DU7332_CL73_015,DU,ZARA 7332 CL73 300X400 R,32,380,7510,XIVA,101,51194,120.0,М2,2025-10-06,16:22:04,STOREKEEPER3,ZARA,17.44,0,100001264487,21,T21
DU7332_CL73_676,DU,ZARA 7332 CL73 80X3500 R,32,380,7510,XIVA,101,51639,56.406,М2,2025-10-13,20:47:15,STOREKEEPER3,ZARA,40.96,0,100001268419,21,T21
DU7332_CL73_677,DU,ZARA 7332 CL73 100X3500 R,32,380,7510,XIVA,101,51603,70.788,М2,2025-10-11,19:56:00,STOREKEEPER3,ZARA,51.42,0,100001268190,23,T23
DU7332_CL73_678,DU,ZARA 7332 CL73 120X3500 R,32,380,7510,XIVA,101,51639,84.944,М2,2025-10-13,20:46:44,STOREKEEPER3,ZARA,61.68,0,100001268414,21,T21
DU7332_CL73_679,DU,ZARA 7332 CL73 150X3500 R,32,380,7510,XIVA,101,51637,105.3,М2,2025-10-13,00:12:49,STOREKEEPER3,ZARA,76.51,0,100001268400,21,T21
DU7332_CL73_680,DU,ZARA 7332 CL73 200X3500 R,32,380,7510,XIVA,101,51685,143.954,М2,2025-10-12,16:35:42,STOREKEEPER3,ZARA,104.57,0,100001268702,23,T23
DU7332_CL73_879,DU,ZARA 7332 CL73 250X3500 R,32,380,7510,XIVA,101,51640,179.944,М2,2025-10-15,14:55:59,STOREKEEPER3,ZARA,130.8,0,100001268423,21,T21
DU8422_CL65_676,DU,ZARA 8422 CL65 80X3500 R,32,380,7510,XIVA,101,52034,57.018,М2,2025-10-17,09:02:39,STOREKEEPER3,ZARA,41.38,0,100001271581,23,T23
DU8422_CL65_677,DU,ZARA 8422 CL65 100X3500 R,32,380,7510,XIVA,101,52951,71.272,М2,2025-10-30,07:23:57,STOREKEEPER3,ZARA,51.75,0,100001279052,21,T21
DU8422_CL65_677,DU,ZARA 8422 CL65 100X3500 R,32,380,7510,XIVA,101,52036,71.272,М2,2025-10-18,00:30:39,STOREKEEPER3,ZARA,51.75,0,100001271589,23,T23
DU8422_CL65_678,DU,ZARA 8422 CL65 120X3500 R,32,380,7510,XIVA,101,52952,85.526,М2,2025-10-31,05:28:04,STOREKEEPER3,ZARA,62.11,0,100001279054,21,T21
DU8422_CL65_678,DU,ZARA 8422 CL65 120X3500 R,32,380,7510,XIVA,101,52046,85.526,М2,2025-10-17,22:09:54,STOREKEEPER3,ZARA,62.11,0,100001271678,21,T21
DU8422_CL65_679,DU,ZARA 8422 CL65 150X3500 R,32,380,7510,XIVA,101,52859,106.908,М2,2025-10-28,14:59:26,STOREKEEPER3,ZARA,77.65,0,100001278348,21,T21
DU8422_CL65_679,DU,ZARA 8422 CL65 150X3500 R,32,380,7510,XIVA,101,52044,106.908,М2,2025-10-17,07:48:09,STOREKEEPER3,ZARA,77.65,0,100001271652,21,T21
DU8422_CL65_680,DU,ZARA 8422 CL65 200X3500 R,32,380,7510,XIVA,101,52922,142.544,М2,2025-10-29,16:16:25,STOREKEEPER3,ZARA,103.55,0,100001278942,21,T21
DU8422_CL65_680,DU,ZARA 8422 CL65 200X3500 R,32,380,7510,XIVA,101,52288,142.544,М2,2025-10-19,13:55:33,STOREKEEPER3,ZARA,103.55,0,100001273740,21,T21
DU8422_CL65_680,DU,ZARA 8422 CL65 200X3500 R,32,380,7510,XIVA,101,52110,142.544,М2,2025-10-19,14:22:53,STOREKEEPER3,ZARA,103.57,0,100001272319,23,T23
DU8422_CL65_879,DU,ZARA 8422 CL65 250X3500 R,32,380,7510,XIVA,101,52048,178.18,М2,2025-10-17,22:08:37,STOREKEEPER3,ZARA,129.46,0,100001271674,21,T21
DU8422_CL65_I28,DU,ZARA 8422 CL65 300X3500 R,32,380,7510,XIVA,101,52036,213.816,М2,2025-10-18,00:30:24,STOREKEEPER3,ZARA,155.39,0,100001271587,23,T23
DU8422_CL67_676,DU,ZARA 8422 CL67 80X3500 R,32,380,7510,XIVA,101,51638,57.018,М2,2025-10-13,20:47:31,STOREKEEPER3,ZARA,41.38,0,100001268436,21,T21
DU8422_CL67_677,DU,ZARA 8422 CL67 100X3500 R,32,380,7510,XIVA,101,51603,71.272,М2,2025-10-11,19:56:15,STOREKEEPER3,ZARA,51.74,0,100001268192,23,T23
DU8422_CL67_678,DU,ZARA 8422 CL67 120X3500 R,32,380,7510,XIVA,101,51638,85.526,М2,2025-10-13,20:47:02,STOREKEEPER3,ZARA,62.11,0,100001268432,21,T21
DU8422_CL67_679,DU,ZARA 8422 CL67 150X3500 R,32,380,7510,XIVA,101,51636,106.908,М2,2025-10-13,00:12:52,STOREKEEPER3,ZARA,77.65,0,100001268396,21,T21
DU8422_CL67_680,DU,ZARA 8422 CL67 200X3500 R,32,380,7510,XIVA,101,51685,142.544,М2,2025-10-12,16:35:09,STOREKEEPER3,ZARA,103.55,0,100001268700,23,T23
DU8422_CL67_879,DU,ZARA 8422 CL67 250X3500 R,32,380,7510,XIVA,101,51640,178.18,М2,2025-10-15,14:55:27,STOREKEEPER3,ZARA,129.46,0,100001268417,21,T21
DU8422_CL67_I26,DU,ZARA 8422 CL67 400X3500 R,32,380,7510,XIVA,101,53021,285.088,М2,2025-10-29,10:25:14,STOREKEEPER3,ZARA,207.21,0,100001279700,23,T23
DU8422_CL67_I27,DU,ZARA 8422 CL67 350X3500 R,32,380,7510,XIVA,101,51466,249.452,М2,2025-10-11,19:29:45,STOREKEEPER3,ZARA,181.27,0,100001266905,6,T06
DU8422_CL67_I27,DU,ZARA 8422 CL67 350X3500 R,32,380,7510,XIVA,101,51435,249.452,М2,2025-10-10,01:15:13,STOREKEEPER3,ZARA,181.27,0,100001266705,6,T06
DU8422_CL67_I28,DU,ZARA 8422 CL67 300X3500 R,32,380,7510,XIVA,101,53165,213.816,М2,2025-10-31,17:47:01,STOREKEEPER3,ZARA,155.39,0,100001281099,8,T08
