Материал,Качество,Название материала,Бердо,Плотность по утку,Склад,Завод,Вид движения,Партия,Количество,Базовая ЕИ,Дата проводки,Время ввода,Имя пользователя,Описание палитры,Вес план,Вес факт,Заказ,Номер линии,Номер станка
MU6953_DS37_036,MU,ALTIN YILDIZ P 6953 DS37 150X400 R,32,240,7510,XIVA,101,50913,24.0,М2,2025-10-04,02:56:51,STOREKEEPER3,ALTIN YILDIZ,6.75,0,100001261999,18,T18
MU6953_DS37_040,MU,ALTIN YILDIZ P 6953 DS37 100X200 R,32,240,7510,XIVA,101,52977,40.0,М2,2025-10-30,12:07:52,STOREKEEPER3,ALTIN YILDIZ,2.25,0,100001279154,18,T18
MU6953_DS37_215,MU,ALTIN YILDIZ P 6953 DS37 240X340 R,32,240,7510,XIVA,101,51882,32.64,М2,2025-10-16,14:04:21,STOREKEEPER3,ALTIN YILDIZ,9.18,0,100001270245,18,T18
MU6953_DS37_216,MU,ALTIN YILDIZ P 6953 DS37 180X280 R,32,240,7510,XIVA,101,51950,40.32,М2,2025-10-17,05:20:09,KDJABBOROV,ALTIN YILDIZ,5.67,0,100001270802,18,T18
MU6953_DS37_216,MU,ALTIN YILDIZ P 6953 DS37 180X280 R,32,240,7510,XIVA,101,51953,30.24,М2,2025-10-17,05:18:01,STOREKEEPER3,ALTIN YILDIZ,5.67,0,100001270811,18,T18
MU6953_DS37_216,MU,ALTIN YILDIZ P 6953 DS37 180X280 R,32,240,7510,XIVA,101,50909,30.24,М2,2025-10-03,10:39:06,STOREKEEPER3,ALTIN YILDIZ,5.67,0,100001261961,18,T18
MU6953_DS37_231,MU,ALTIN YILDIZ P 6953 DS37 200X290 R,32,240,7510,XIVA,101,52128,46.4,М2,2025-10-28,07:46:46,STOREKEEPER3,ALTIN YILDIZ,6.53,0,100001272436,18,T18
MU6953_DS37_231,MU,ALTIN YILDIZ P 6953 DS37 200X290 R,32,240,7510,XIVA,101,51661,116.0,М2,2025-10-12,16:55:33,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001268554,18,T18
MU6953_DS37_231,MU,ALTIN YILDIZ P 6953 DS37 200X290 R,32,240,7510,XIVA,101,50852,104.4,М2,2025-10-02,17:49:51,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001261635,18,T18
MU6953_DS37_581,MU,ALTIN YILDIZ P 6953 DS37 140X220 R,32,240,7510,XIVA,101,53028,36.96,М2,2025-10-30,11:24:23,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001279777,18,T18
MU6953_DS37_581,MU,ALTIN YILDIZ P 6953 DS37 140X220 R,32,240,7510,XIVA,101,52978,43.12,М2,2025-10-30,12:08:33,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001279173,18,T18
MU6953_DS37_581,MU,ALTIN YILDIZ P 6953 DS37 140X220 R,32,240,7510,XIVA,101,51496,43.12,М2,2025-10-11,02:54:16,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001267072,18,T18
MU6953_DS37_AP5,MU,ALTIN YILDIZ P 6953 DS37 80X150 R PACKET,32,240,7510,XIVA,101,53029,12.0,М2,2025-10-30,11:25:34,STOREKEEPER3,ALTIN YILDIZ,1.35,0,100001279806,18,T18
MU6953_DS37_AP5,MU,ALTIN YILDIZ P 6953 DS37 80X150 R PACKET,32,240,7510,XIVA,101,50755,28.8,М2,2025-10-01,04:38:21,STOREKEEPER3,ALTIN YILDIZ,1.35,0,100001260466,18,T18
MU6953_DS37_AP5,MU,ALTIN YILDIZ P 6953 DS37 80X150 R PACKET,32,240,7510,XIVA,101,50755,19.2,М2,2025-10-01,04:38:37,STOREKEEPER3,ALTIN YILDIZ,1.35,0,100001260467,18,T18
MU6973_DS31_015,MU,ALTIN YILDIZ P 6973 DS31 300X400 R,32,240,7510,XIVA,101,51667,24.0,М2,2025-10-13,22:19:23,STOREKEEPER3,ALTIN YILDIZ,13.5,0,100001268581,18,T18
MU6973_DS31_015,MU,ALTIN YILDIZ P 6973 DS31 300X400 R,32,240,7510,XIVA,101,51665,96.0,М2,2025-10-13,04:24:39,STOREKEEPER3,ALTIN YILDIZ,13.5,0,100001268572,18,T18
MU6973_DS31_016,MU,ALTIN YILDIZ P 6973 DS31 300X500 R,32,240,7510,XIVA,101,51377,60.0,М2,2025-10-11,02:55:15,STOREKEEPER3,ALTIN YILDIZ,16.88,0,100001266140,18,T18
MU6973_DS31_022,MU,ALTIN YILDIZ P 6973 DS31 250X400 R,32,240,7510,XIVA,101,51375,40.0,М2,2025-10-09,05:12:10,STOREKEEPER3,ALTIN YILDIZ,11.25,0,100001266107,18,T18
MU6973_DS31_022,MU,ALTIN YILDIZ P 6973 DS31 250X400 R,32,240,7510,XIVA,101,50849,40.0,М2,2025-10-02,03:56:46,STOREKEEPER3,ALTIN YILDIZ,11.25,0,100001261611,18,T18
MU6973_DS31_030,MU,ALTIN YILDIZ P 6973 DS31 200X400 R,32,240,7510,XIVA,101,51670,32.0,М2,2025-10-14,19:52:13,STOREKEEPER3,ALTIN YILDIZ,9.0,0,100001268606,18,T18
MU6973_DS31_030,MU,ALTIN YILDIZ P 6973 DS31 200X400 R,32,240,7510,XIVA,101,50852,32.0,М2,2025-10-02,17:50:22,STOREKEEPER3,ALTIN YILDIZ,9.0,0,100001261637,18,T18
MU6973_DS31_032,MU,ALTIN YILDIZ P 6973 DS31 200X500 R,32,240,7510,XIVA,101,51590,20.0,М2,2025-10-12,06:05:21,STOREKEEPER3,ALTIN YILDIZ,11.25,0,100001268010,18,T18
MU6973_DS31_035,MU,ALTIN YILDIZ P 6973 DS31 150X300 R,32,240,7510,XIVA,101,53139,9.0,М2,2025-10-31,23:03:43,STOREKEEPER3,ALTIN YILDIZ,5.06,0,100001281010,18,T18
MU6973_DS31_035,MU,ALTIN YILDIZ P 6973 DS31 150X300 R,32,240,7510,XIVA,101,50913,18.0,М2,2025-10-04,02:57:06,STOREKEEPER3,ALTIN YILDIZ,5.06,0,100001262000,18,T18
MU6973_DS31_036,MU,ALTIN YILDIZ P 6973 DS31 150X400 R,32,240,7510,XIVA,101,53139,12.0,М2,2025-10-31,23:03:58,STOREKEEPER3,ALTIN YILDIZ,6.75,0,100001281012,18,T18
MU6973_DS31_036,MU,ALTIN YILDIZ P 6973 DS31 150X400 R,32,240,7510,XIVA,101,50913,24.0,М2,2025-10-04,02:57:21,STOREKEEPER3,ALTIN YILDIZ,6.75,0,100001262001,18,T18
MU6973_DS31_215,MU,ALTIN YILDIZ P 6973 DS31 240X340 R,32,240,7510,XIVA,101,51673,81.6,М2,2025-10-14,19:54:11,STOREKEEPER3,ALTIN YILDIZ,9.18,0,100001268632,18,T18
MU6973_DS31_216,MU,ALTIN YILDIZ P 6973 DS31 180X280 R,32,240,7510,XIVA,101,51953,110.88,М2,2025-10-17,05:18:16,STOREKEEPER3,ALTIN YILDIZ,5.67,0,100001270813,18,T18
MU6973_DS31_216,MU,ALTIN YILDIZ P 6973 DS31 180X280 R,32,240,7510,XIVA,101,50755,80.64,М2,2025-10-01,04:37:51,STOREKEEPER3,ALTIN YILDIZ,5.67,0,100001260464,18,T18
MU6973_DS31_231,MU,ALTIN YILDIZ P 6973 DS31 200X290 R,32,240,7510,XIVA,101,52132,139.2,М2,2025-10-28,07:47:23,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001272463,18,T18
MU6973_DS31_231,MU,ALTIN YILDIZ P 6973 DS31 200X290 R,32,240,7510,XIVA,101,51661,116.0,М2,2025-10-12,16:55:18,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001268553,18,T18
MU6973_DS31_231,MU,ALTIN YILDIZ P 6973 DS31 200X290 R,32,240,7510,XIVA,101,50908,81.2,М2,2025-10-02,17:49:54,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001261952,18,T18
MU6973_DS31_231,MU,ALTIN YILDIZ P 6973 DS31 200X290 R,32,240,7510,XIVA,101,50852,104.4,М2,2025-10-02,17:50:07,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001261636,18,T18
MU6973_DS31_581,MU,ALTIN YILDIZ P 6973 DS31 140X220 R,32,240,7510,XIVA,101,53028,92.4,М2,2025-10-30,11:23:03,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001279772,18,T18
MU6973_DS31_581,MU,ALTIN YILDIZ P 6973 DS31 140X220 R,32,240,7510,XIVA,101,51496,123.2,М2,2025-10-11,02:54:31,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001267073,18,T18
MU6973_DS31_AP5,MU,ALTIN YILDIZ P 6973 DS31 80X150 R PACKET,32,240,7510,XIVA,101,53029,84.0,М2,2025-10-30,11:24:46,STOREKEEPER3,ALTIN YILDIZ,1.35,0,100001279803,18,T18
MU6973_DS31_AP5,MU,ALTIN YILDIZ P 6973 DS31 80X150 R PACKET,32,240,7510,XIVA,101,50755,84.0,М2,2025-10-01,04:39:22,STOREKEEPER3,ALTIN YILDIZ,1.35,0,100001260470,18,T18
MU6973_DS37_015,MU,ALTIN YILDIZ P 6973 DS37 300X400 R,32,240,7510,XIVA,101,51667,48.0,М2,2025-10-13,22:19:38,STOREKEEPER3,ALTIN YILDIZ,13.5,0,100001268582,18,T18
MU6973_DS37_016,MU,ALTIN YILDIZ P 6973 DS37 300X500 R,32,240,7510,XIVA,101,51665,30.0,М2,2025-10-13,04:24:54,STOREKEEPER3,ALTIN YILDIZ,16.88,0,100001268573,18,T18
MU6973_DS37_022,MU,ALTIN YILDIZ P 6973 DS37 250X400 R,32,240,7510,XIVA,101,51375,40.0,М2,2025-10-09,05:12:24,STOREKEEPER3,ALTIN YILDIZ,11.25,0,100001266108,18,T18
MU6973_DS37_022,MU,ALTIN YILDIZ P 6973 DS37 250X400 R,32,240,7510,XIVA,101,50849,40.0,М2,2025-10-02,03:57:02,STOREKEEPER3,ALTIN YILDIZ,11.25,0,100001261612,18,T18
MU6973_DS37_030,MU,ALTIN YILDIZ P 6973 DS37 200X400 R,32,240,7510,XIVA,101,51670,32.0,М2,2025-10-14,19:52:28,STOREKEEPER3,ALTIN YILDIZ,9.0,0,100001268607,18,T18
MU6973_DS37_030,MU,ALTIN YILDIZ P 6973 DS37 200X400 R,32,240,7510,XIVA,101,50909,16.0,М2,2025-10-03,10:38:04,STOREKEEPER3,ALTIN YILDIZ,9.0,0,100001261957,18,T18
MU6973_DS37_030,MU,ALTIN YILDIZ P 6973 DS37 200X400 R,32,240,7510,XIVA,101,50908,16.0,М2,2025-10-02,17:50:25,STOREKEEPER3,ALTIN YILDIZ,9.0,0,100001261954,18,T18
MU6973_DS37_032,MU,ALTIN YILDIZ P 6973 DS37 200X500 R,32,240,7510,XIVA,101,51804,20.0,М2,2025-10-14,19:52:06,STOREKEEPER3,ALTIN YILDIZ,11.25,0,100001269461,18,T18
MU6973_DS37_035,MU,ALTIN YILDIZ P 6973 DS37 150X300 R,32,240,7510,XIVA,101,53139,9.0,М2,2025-10-31,23:04:14,STOREKEEPER3,ALTIN YILDIZ,5.06,0,100001281013,18,T18
MU6973_DS37_035,MU,ALTIN YILDIZ P 6973 DS37 150X300 R,32,240,7510,XIVA,101,50913,18.0,М2,2025-10-04,02:57:35,STOREKEEPER3,ALTIN YILDIZ,5.06,0,100001262002,18,T18
MU6973_DS37_036,MU,ALTIN YILDIZ P 6973 DS37 150X400 R,32,240,7510,XIVA,101,53139,12.0,М2,2025-10-31,23:04:30,STOREKEEPER3,ALTIN YILDIZ,6.75,0,100001281015,18,T18
MU6973_DS37_036,MU,ALTIN YILDIZ P 6973 DS37 150X400 R,32,240,7510,XIVA,101,50913,24.0,М2,2025-10-04,02:57:50,STOREKEEPER3,ALTIN YILDIZ,6.75,0,100001262003,18,T18
MU6973_DS37_215,MU,ALTIN YILDIZ P 6973 DS37 240X340 R,32,240,7510,XIVA,101,51882,32.64,М2,2025-10-16,14:04:36,STOREKEEPER3,ALTIN YILDIZ,9.18,0,100001270246,18,T18
MU6973_DS37_216,MU,ALTIN YILDIZ P 6973 DS37 180X280 R,32,240,7510,XIVA,101,51955,70.56,М2,2025-10-18,07:05:09,KDJABBOROV,ALTIN YILDIZ,5.67,0,100001270820,18,T18
MU6973_DS37_216,MU,ALTIN YILDIZ P 6973 DS37 180X280 R,32,240,7510,XIVA,101,50909,30.24,М2,2025-10-03,10:39:21,STOREKEEPER3,ALTIN YILDIZ,5.67,0,100001261962,18,T18
MU6973_DS37_231,MU,ALTIN YILDIZ P 6973 DS37 200X290 R,32,240,7510,XIVA,101,51662,150.8,М2,2025-10-13,04:24:15,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001268564,18,T18
MU6973_DS37_231,MU,ALTIN YILDIZ P 6973 DS37 200X290 R,32,240,7510,XIVA,101,50909,81.2,М2,2025-10-03,10:38:19,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001261958,18,T18
MU6973_DS37_231,MU,ALTIN YILDIZ P 6973 DS37 200X290 R,32,240,7510,XIVA,101,50908,23.2,М2,2025-10-02,17:50:10,STOREKEEPER3,ALTIN YILDIZ,6.53,0,100001261953,18,T18
MU6973_DS37_581,MU,ALTIN YILDIZ P 6973 DS37 140X220 R,32,240,7510,XIVA,101,52978,73.92,М2,2025-10-30,12:08:49,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001279174,18,T18
MU6973_DS37_581,MU,ALTIN YILDIZ P 6973 DS37 140X220 R,32,240,7510,XIVA,101,53028,6.16,М2,2025-10-30,11:23:19,STOREKEEPER3,ALTIN YILDIZ,3.47,0,100001279773,18,T18
MU6973_DS37_581,MU,ALTIN YILDIZ P 6973 DS37 140X220 R,32,240,7510,XIVA,101,51499,43.12,М2,2025-10-12,08:46:26,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001267082,18,T18
MU6973_DS37_581,MU,ALTIN YILDIZ P 6973 DS37 140X220 R,32,240,7510,XIVA,101,51009,55.44,М2,2025-10-04,02:55:50,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001262742,18,T18
MU6973_DS37_AP5,MU,ALTIN YILDIZ P 6973 DS37 80X150 R PACKET,32,240,7510,XIVA,101,53029,12.0,М2,2025-10-30,11:25:03,STOREKEEPER3,ALTIN YILDIZ,1.35,0,100001279804,18,T18
MU6973_DS37_AP5,MU,ALTIN YILDIZ P 6973 DS37 80X150 R PACKET,32,240,7510,XIVA,101,50755,14.4,М2,2025-10-01,04:39:37,STOREKEEPER3,ALTIN YILDIZ,1.35,0,100001260471,18,T18
MU6973_DS37_AP5,MU,ALTIN YILDIZ P 6973 DS37 80X150 R PACKET,32,240,7510,XIVA,101,50755,33.6,М2,2025-10-01,04:39:52,STOREKEEPER3,ALTIN YILDIZ,1.35,0,100001260472,18,T18
MU7108_CL53_008,MU,MADONNA 7108 CL53 350X400 R,32,240,7510,XIVA,101,53042,28.0,М2,2025-10-30,05:16:12,STOREKEEPER3,ZARA,15.75,0,100001279956,7,T07
MU7108_CL53_009,MU,MADONNA 7108 CL53 350X500 R,32,240,7510,XIVA,101,53042,70.0,М2,2025-10-30,05:16:27,STOREKEEPER3,ZARA,19.69,0,100001279957,7,T07
MU7108_CL53_009,MU,MADONNA 7108 CL53 350X500 R,32,240,7510,XIVA,101,52811,105.0,М2,2025-10-27,08:54:14,STOREKEEPER3,ZARA,19.69,0,100001277976,13,T13
MU7108_CL53_009,MU,MADONNA 7108 CL53 350X500 R,32,240,7510,XIVA,101,51556,140.0,М2,2025-10-11,06:30:14,STOREKEEPER3,ZARA,19.69,0,100001267739,7,T07
MU7108_CL53_009,MU,MADONNA 7108 CL53 350X500 R,32,240,7510,XIVA,101,51422,70.0,М2,2025-10-10,10:01:59,STOREKEEPER3,ZARA,19.69,0,100001266673,5,T05
MU7108_CL53_010,MU,MADONNA 7108 CL53 350X600 R,32,240,7510,XIVA,101,53043,42.0,М2,2025-10-30,09:06:12,STOREKEEPER3,ZARA,23.63,0,100001279958,7,T07
MU7108_CL53_010,MU,MADONNA 7108 CL53 350X600 R,32,240,7510,XIVA,101,52873,84.0,М2,2025-10-26,13:07:00,STOREKEEPER3,ZARA,23.63,0,100001278402,5,T05
MU7108_CL53_010,MU,MADONNA 7108 CL53 350X600 R,32,240,7510,XIVA,101,51422,84.0,М2,2025-10-10,10:02:14,STOREKEEPER3,ZARA,23.63,0,100001266674,5,T05
MU7108_CL53_011,MU,MADONNA 7108 CL53 350X700 R,32,240,7510,XIVA,101,53043,49.0,М2,2025-10-30,09:06:28,STOREKEEPER3,ZARA,27.57,0,100001279959,7,T07
MU7108_CL53_015,MU,MADONNA 7108 CL53 300X400 R,32,240,7510,XIVA,101,53027,120.0,М2,2025-10-30,23:56:07,STOREKEEPER3,ZARA,13.5,0,100001279757,3,T03
MU7108_CL53_015,MU,MADONNA 7108 CL53 300X400 R,32,240,7510,XIVA,101,52767,120.0,М2,2025-10-26,23:35:11,STOREKEEPER3,ZARA,13.5,0,100001277804,3,T03
MU7108_CL53_015,MU,MADONNA 7108 CL53 300X400 R,32,240,7510,XIVA,101,51457,48.0,М2,2025-10-10,00:59:56,STOREKEEPER3,ZARA,13.5,0,100001266846,3,T03
MU7108_CL53_015,MU,MADONNA 7108 CL53 300X400 R,32,240,7510,XIVA,101,50928,72.0,М2,2025-10-03,08:33:37,STOREKEEPER3,ZARA,13.5,0,100001262138,3,T03
MU7108_CL53_016,MU,MADONNA 7108 CL53 300X500 R,32,240,7510,XIVA,101,53027,120.0,М2,2025-10-30,23:56:22,STOREKEEPER3,ZARA,16.88,0,100001279759,3,T03
MU7108_CL53_016,MU,MADONNA 7108 CL53 300X500 R,32,240,7510,XIVA,101,52767,90.0,М2,2025-10-26,23:35:26,STOREKEEPER3,ZARA,16.88,0,100001277805,3,T03
MU7108_CL53_016,MU,MADONNA 7108 CL53 300X500 R,32,240,7510,XIVA,101,51457,60.0,М2,2025-10-10,01:00:11,STOREKEEPER3,ZARA,16.88,0,100001266847,3,T03
MU7108_CL53_018,MU,MADONNA 7108 CL53 300X600 R,32,240,7510,XIVA,101,53027,36.0,М2,2025-10-30,23:56:37,STOREKEEPER3,ZARA,20.25,0,100001279763,3,T03
MU7108_CL53_018,MU,MADONNA 7108 CL53 300X600 R,32,240,7510,XIVA,101,52768,72.0,М2,2025-10-26,23:34:43,STOREKEEPER3,ZARA,20.25,0,100001277806,3,T03
MU7108_CL53_018,MU,MADONNA 7108 CL53 300X600 R,32,240,7510,XIVA,101,51458,72.0,М2,2025-10-12,16:01:44,STOREKEEPER3,ZARA,20.25,0,100001266850,3,T03
MU7108_CL53_021,MU,MADONNA 7108 CL53 250X350 R,32,240,7510,XIVA,101,51055,35.0,М2,2025-10-03,23:51:39,STOREKEEPER3,ZARA,9.85,0,100001263392,7,T07
MU7108_CL53_028,MU,MADONNA 7108 CL53 200X300 R,32,240,7510,XIVA,101,52511,84.0,М2,2025-10-23,23:14:27,STOREKEEPER3,ZARA,6.75,0,100001275660,4,T04
MU7108_CL53_190,MU,MADONNA PLYUS 7108 CL53 320X500 R,32,240,7510,XIVA,101,50935,64.0,М2,2025-10-03,22:13:27,STOREKEEPER3,ZARA,18.0,0,100001262197,4,T04
MU7108_CL53_191,MU,MADONNA PLYUS 7108 CL53 320X600 R,32,240,7510,XIVA,101,50901,76.8,М2,2025-10-02,23:33:37,STOREKEEPER3,ZARA,21.6,0,100001261916,4,T04
MU7108_CL53_192,MU,MADONNA PLYUS 7108 CL53 320X700 R,32,240,7510,XIVA,101,50868,89.6,М2,2025-10-02,16:51:59,STOREKEEPER3,ZARA,25.21,0,100001261730,4,T04
MU7108_CL53_282,MU,MADONNA 7108 CL53 300X480 R,32,240,7510,XIVA,101,52503,115.2,М2,2025-10-24,00:11:21,STOREKEEPER3,ZARA,16.2,0,100001275600,3,T03
MU7108_CL53_283,MU,MADONNA 7108 CL53 300X580 R,32,240,7510,XIVA,101,52503,139.2,М2,2025-10-24,00:11:34,STOREKEEPER3,ZARA,19.58,0,100001275601,3,T03
MU7108_CL53_S63,MU,MADONNA 7108 CL53 250X340 R,32,240,7510,XIVA,101,53164,85.0,М2,2025-10-31,16:16:20,STOREKEEPER3,ZARA,9.56,0,100001281096,7,T07
MU7108_CL53_S63,MU,MADONNA 7108 CL53 250X340 R,32,240,7510,XIVA,101,52810,119.0,М2,2025-10-27,09:05:15,KDJABBOROV,ZARA,9.56,0,100001277971,13,T13
MU7108_CL53_S63,MU,MADONNA 7108 CL53 250X340 R,32,240,7510,XIVA,101,52514,34.0,М2,2025-10-25,01:46:48,STOREKEEPER3,ZARA,9.56,0,100001275674,5,T05
MU7108_CL53_S63,MU,MADONNA 7108 CL53 250X340 R,32,240,7510,XIVA,101,52515,51.0,М2,2025-10-25,01:46:26,STOREKEEPER3,ZARA,9.56,0,100001275683,5,T05
MU7108_CL53_S63,MU,MADONNA 7108 CL53 250X340 R,32,240,7510,XIVA,101,52635,170.0,М2,2025-10-25,10:46:09,STOREKEEPER3,ZARA,9.56,0,100001276747,13,T13
MU7108_CL53_S63,MU,MADONNA 7108 CL53 250X340 R,32,240,7510,XIVA,101,51735,51.0,М2,2025-10-19,13:07:35,STOREKEEPER3,ZARA,9.56,0,100001269178,13,T13
MU7108_CL53_S63,MU,MADONNA 7108 CL53 250X340 R,32,240,7510,XIVA,101,50777,255.0,М2,2025-10-02,18:03:20,STOREKEEPER3,ZARA,9.56,0,100001260744,13,T13
MU7108_CL73_008,MU,MADONNA 7108 CL73 350X400 R,32,240,7510,XIVA,101,53043,28.0,М2,2025-10-30,09:06:42,STOREKEEPER3,ZARA,15.75,0,100001279960,7,T07
MU7108_CL73_009,MU,MADONNA 7108 CL73 350X500 R,32,240,7510,XIVA,101,53043,35.0,М2,2025-10-30,09:06:57,STOREKEEPER3,ZARA,19.69,0,100001279961,7,T07
MU7108_CL73_009,MU,MADONNA 7108 CL73 350X500 R,32,240,7510,XIVA,101,51556,35.0,М2,2025-10-11,06:30:29,STOREKEEPER3,ZARA,19.69,0,100001267741,7,T07
MU7108_CL73_009,MU,MADONNA 7108 CL73 350X500 R,32,240,7510,XIVA,101,51422,35.0,М2,2025-10-10,10:02:29,STOREKEEPER3,ZARA,19.69,0,100001266675,5,T05
MU7108_CL73_010,MU,MADONNA 7108 CL73 350X600 R,32,240,7510,XIVA,101,53043,42.0,М2,2025-10-30,09:07:13,STOREKEEPER3,ZARA,23.63,0,100001279962,7,T07
MU7108_CL73_010,MU,MADONNA 7108 CL73 350X600 R,32,240,7510,XIVA,101,51422,42.0,М2,2025-10-10,10:02:45,STOREKEEPER3,ZARA,23.63,0,100001266676,5,T05
MU7108_CL73_015,MU,MADONNA 7108 CL73 300X400 R,32,240,7510,XIVA,101,53027,48.0,М2,2025-10-30,23:56:52,STOREKEEPER3,ZARA,13.5,0,100001279766,3,T03
MU7108_CL73_015,MU,MADONNA 7108 CL73 300X400 R,32,240,7510,XIVA,101,51458,24.0,М2,2025-10-12,16:01:59,STOREKEEPER3,ZARA,13.5,0,100001266852,3,T03
MU7108_CL73_016,MU,MADONNA 7108 CL73 300X500 R,32,240,7510,XIVA,101,53027,60.0,М2,2025-10-30,23:57:07,STOREKEEPER3,ZARA,16.88,0,100001279767,3,T03
MU7108_CL73_016,MU,MADONNA 7108 CL73 300X500 R,32,240,7510,XIVA,101,51458,30.0,М2,2025-10-12,16:02:14,STOREKEEPER3,ZARA,16.88,0,100001266854,3,T03
MU7108_CL73_018,MU,MADONNA 7108 CL73 300X600 R,32,240,7510,XIVA,101,51458,36.0,М2,2025-10-12,16:02:29,STOREKEEPER3,ZARA,20.26,0,100001266855,3,T03
MU7108_CL73_028,MU,MADONNA 7108 CL73 200X300 R,32,240,7510,XIVA,101,52516,36.0,М2,2025-10-25,05:34:06,STOREKEEPER3,ZARA,6.75,0,100001275700,13,T13
MU7108_CL73_282,MU,MADONNA 7108 CL73 300X480 R,32,240,7510,XIVA,101,52503,57.6,М2,2025-10-24,00:11:50,STOREKEEPER3,ZARA,16.2,0,100001275602,3,T03
MU7108_CL73_283,MU,MADONNA 7108 CL73 300X580 R,32,240,7510,XIVA,101,52504,69.6,М2,2025-10-24,03:07:30,STOREKEEPER3,ZARA,19.58,0,100001275605,3,T03
MU7108_CL73_S63,MU,MADONNA 7108 CL73 250X340 R,32,240,7510,XIVA,101,52636,170.0,М2,2025-10-26,03:51:38,STOREKEEPER3,ZARA,9.56,0,100001276748,13,T13
MU7108_CL73_S63,MU,MADONNA 7108 CL73 250X340 R,32,240,7510,XIVA,101,52515,34.0,М2,2025-10-25,01:46:41,STOREKEEPER3,ZARA,9.56,0,100001275686,5,T05
MU7108_CL73_S63,MU,MADONNA 7108 CL73 250X340 R,32,240,7510,XIVA,101,51735,34.0,М2,2025-10-19,13:07:50,STOREKEEPER3,ZARA,9.56,0,100001269179,13,T13
MU7108_CL73_S63,MU,MADONNA 7108 CL73 250X340 R,32,240,7510,XIVA,101,50778,255.0,М2,2025-10-01,18:34:29,STOREKEEPER3,ZARA,9.56,0,100001260750,13,T13
MU7155_DS31_015,MU,ALTIN YILDIZ P 7155 DS31 300X400 R,32,240,7510,XIVA,101,51667,120.0,М2,2025-10-13,22:19:53,STOREKEEPER3,ALTIN YILDIZ,13.5,0,100001268583,18,T18
MU7155_DS31_016,MU,ALTIN YILDIZ P 7155 DS31 300X500 R,32,240,7510,XIVA,101,51665,90.0,М2,2025-10-13,04:25:10,STOREKEEPER3,ALTIN YILDIZ,16.88,0,100001268574,18,T18
MU7155_DS31_040,MU,ALTIN YILDIZ P 7155 DS31 100X200 R,32,240,7510,XIVA,101,51016,32.0,М2,2025-10-05,12:26:44,STOREKEEPER3,ALTIN YILDIZ,2.25,0,100001262785,18,T18
MU7155_DS31_215,MU,ALTIN YILDIZ P 7155 DS31 240X340 R,32,240,7510,XIVA,101,51882,81.6,М2,2025-10-16,14:04:52,STOREKEEPER3,ALTIN YILDIZ,9.18,0,100001270248,18,T18
MU7155_DS31_216,MU,ALTIN YILDIZ P 7155 DS31 180X280 R,32,240,7510,XIVA,101,52981,30.24,М2,2025-10-31,05:59:04,STOREKEEPER3,ALTIN YILDIZ,5.67,0,100001279217,18,T18
MU7155_DS31_216,MU,ALTIN YILDIZ P 7155 DS31 180X280 R,32,240,7510,XIVA,101,51953,80.64,М2,2025-10-17,05:18:32,STOREKEEPER3,ALTIN YILDIZ,5.67,0,100001270814,18,T18
MU7155_DS31_216,MU,ALTIN YILDIZ P 7155 DS31 180X280 R,32,240,7510,XIVA,101,50909,80.64,М2,2025-10-03,10:39:37,STOREKEEPER3,ALTIN YILDIZ,5.67,0,100001261963,18,T18
MU7155_DS31_231,MU,ALTIN YILDIZ P 7155 DS31 200X290 R,32,240,7510,XIVA,101,52132,81.2,М2,2025-10-28,07:47:38,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001272465,18,T18
MU7155_DS31_231,MU,ALTIN YILDIZ P 7155 DS31 200X290 R,32,240,7510,XIVA,101,52128,81.2,М2,2025-10-28,07:47:01,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001272439,18,T18
MU7155_DS31_231,MU,ALTIN YILDIZ P 7155 DS31 200X290 R,32,240,7510,XIVA,101,51662,92.8,М2,2025-10-13,04:24:31,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001268565,18,T18
MU7155_DS31_231,MU,ALTIN YILDIZ P 7155 DS31 200X290 R,32,240,7510,XIVA,101,50909,150.8,М2,2025-10-03,10:38:35,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001261959,18,T18
MU7155_DS31_231,MU,ALTIN YILDIZ P 7155 DS31 200X290 R,32,240,7510,XIVA,101,50910,34.8,М2,2025-10-03,10:38:08,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001261966,18,T18
