Серия,Имя коллекции,Имя коллекции.1,Бедро,Размер,Ширина,Длина,Тип изделия,Цвет,ID (на сайте),Склад,Склад.1,Себестоимость,Начальный остаток,Приход,Расход,Конечный остаток,Начальный остаток м2,Приход м2,Расход м2,Конечный остаток м2
10755267,REFLEX_M,REFLEKS,40,200X200,200,200,Прямоугольник,53,015907_MM53_026,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10854396,REFLEX_M,REFLEKS,40,200X200,200,200,Прямоугольник,53,015907_MM53_026,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10854397,REFLEX_M,REFLEKS,40,200X200,200,200,Прямоугольник,53,015907_MM53_026,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10854754,REFLEX_M,REFLEKS,40,200X200,200,200,Прямоугольник,53,015907_MM53_026,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10854755,REFLEX_M,REFLEKS,40,200X200,200,200,Прямоугольник,53,015907_MM53_026,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10742106,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,53,015907_MM53_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10755219,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,53,015907_MM53_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10755252,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,53,015907_MM53_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854304,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,53,015907_MM53_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854350,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,53,015907_MM53_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854352,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,53,015907_MM53_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10857920,REFLEX_M,REFLEKS,40,100X100,100,100,Прямоугольник,53,015907_MM53_038,SamExpress2,Магазин Самарканд (Ярмарка),8.5,1.0,,,1.0,1.0,,,1.0
10857974,REFLEX_M,REFLEKS,40,100X100,100,100,Прямоугольник,53,015907_MM53_038,SamExpress2,Магазин Самарканд (Ярмарка),8.5,1.0,,,1.0,1.0,,,1.0
10857975,REFLEX_M,REFLEKS,40,100X100,100,100,Прямоугольник,53,015907_MM53_038,SamExpress2,Магазин Самарканд (Ярмарка),8.5,1.0,,,1.0,1.0,,,1.0
11299960,REFLEX_M,REFLEKS,40,100X100,100,100,Прямоугольник,53,015907_MM53_038,SamExpress2,Магазин Самарканд (Ярмарка),8.5,1.0,,,1.0,1.0,,,1.0
10651604,REFLEX_M,REFLEKS,40,100X150,100,150,Прямоугольник,53,015907_MM53_039,SamExpress1,Магазин Самарканд (Ярмарка),12.75,1.0,,,1.0,1.5,,,1.5
10857922,REFLEX_M,REFLEKS,40,100X150,100,150,Прямоугольник,53,015907_MM53_039,SamExpress2,Магазин Самарканд (Ярмарка),12.75,1.0,,,1.0,1.5,,,1.5
10651593,REFLEX_M,REFLEKS,40,100X200,100,200,Прямоугольник,53,015907_MM53_040,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10857926,REFLEX_M,REFLEKS,40,100X200,100,200,Прямоугольник,53,015907_MM53_040,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10742035,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,53,015907_MM53_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10847524,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,53,015907_MM53_063,Magazin Termiz,Магазин Термез,74.38,1.0,,,1.0,8.75,,,8.75
10847538,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,53,015907_MM53_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10847539,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,53,015907_MM53_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10862148,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,53,015907_MM53_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10862218,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,53,015907_MM53_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10741194,REFLEX_M,REFLEKS,40,200X200,200,200,Овал,53,015907_MM53_066,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10755618,REFLEX_M,REFLEKS,40,200X200,200,200,Овал,53,015907_MM53_066,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10854403,REFLEX_M,REFLEKS,40,200X200,200,200,Овал,53,015907_MM53_066,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10854760,REFLEX_M,REFLEKS,40,200X200,200,200,Овал,53,015907_MM53_066,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10761754,REFLEX_M,REFLEKS,40,200X300,200,300,Овал,53,015907_MM53_068,SamExpress2,Магазин Самарканд (Ярмарка),51.0,1.0,,,1.0,6.0,,,6.0
10854359,REFLEX_M,REFLEKS,40,200X300,200,300,Овал,53,015907_MM53_068,SamExpress2,Магазин Самарканд (Ярмарка),51.0,1.0,,,1.0,6.0,,,6.0
10739162,REFLEX_M,REFLEKS,40,100X200,100,200,Овал,53,015907_MM53_079,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10739163,REFLEX_M,REFLEKS,40,100X200,100,200,Овал,53,015907_MM53_079,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10739371,REFLEX_M,REFLEKS,40,100X150,100,150,Овал,53,015907_MM53_080,SamExpress2,Магазин Самарканд (Ярмарка),12.75,1.0,,,1.0,1.5,,,1.5
10857942,REFLEX_M,REFLEKS,40,100X100,100,100,Овал,53,015907_MM53_081,SamExpress2,Магазин Самарканд (Ярмарка),8.5,1.0,,,1.0,1.0,,,1.0
10742099,REFLEX_M,REFLEKS,40,150X150,150,150,Овал,53,015907_MM53_090,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10755781,REFLEX_M,REFLEKS,40,150X150,150,150,Овал,53,015907_MM53_090,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10864541,REFLEX_M,REFLEKS,40,150X150,150,150,Овал,53,015907_MM53_090,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10864580,REFLEX_M,REFLEKS,40,150X150,150,150,Овал,53,015907_MM53_090,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10905685,REFLEX_M,REFLEKS,40,150X150,150,150,Овал,53,015907_MM53_090,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10905713,REFLEX_M,REFLEKS,40,150X150,150,150,Овал,53,015907_MM53_090,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10737761,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,53,015907_MM53_119,Magazin Termiz,Магазин Термез,76.5,1.0,,,1.0,9.0,,,9.0
10737775,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,53,015907_MM53_119,Magazin Termiz,Магазин Термез,76.5,1.0,,,1.0,9.0,,,9.0
10739235,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,53,015907_MM53_119,SamExpress2,Магазин Самарканд (Ярмарка),76.5,1.0,,,1.0,9.0,,,9.0
10857872,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,53,015907_MM53_119,SamExpress2,Магазин Самарканд (Ярмарка),76.5,1.0,,,1.0,9.0,,,9.0
10857900,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,53,015907_MM53_119,SamExpress2,Магазин Самарканд (Ярмарка),76.5,1.0,,,1.0,9.0,,,9.0
10862150,REFLEX_M,REFLEKS,40,250X250,250,250,Овал,53,015907_MM53_181,SamExpress1,Магазин Самарканд (Ярмарка),53.13,1.0,,,1.0,6.25,,,6.25
10862220,REFLEX_M,REFLEKS,40,250X250,250,250,Овал,53,015907_MM53_181,SamExpress2,Магазин Самарканд (Ярмарка),53.13,1.0,,,1.0,6.25,,,6.25
10769912,REFLEX_M,REFLEKS,40,250X350,250,350,Прямоугольник,56,015909_MM56_021,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10612541,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,35,015911_MM35_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10612563,REFLEX_M,REFLEKS,40,250X400,250,400,Овал,35,015911_MM35_064,SamExpress2,Магазин Самарканд (Ярмарка),85.0,1.0,,,1.0,10.0,,,10.0
11335550,REFLEX_M,REFLEKS,40,250X350,250,350,Прямоугольник,72,015912_MM72_021,Magazin Termiz,Магазин Термез,74.38,1.0,,,1.0,8.75,,,8.75
11900270,REFLEX_M,REFLEKS,40,250X350,250,350,Прямоугольник,72,015912_MM72_021,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
11750005,REFLEX_M,REFLEKS,40,250X400,250,400,Прямоугольник,72,015912_MM72_022,SamExpress1,Магазин Самарканд (Ярмарка),85.0,1.0,,,1.0,10.0,,,10.0
11335539,REFLEX_M,REFLEKS,40,150X230,150,230,Прямоугольник,72,015912_MM72_034,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
11436778,REFLEX_M,REFLEKS,40,250X250,250,250,Прямоугольник,72,015912_MM72_180,SamExpress2,Магазин Самарканд (Ярмарка),53.13,1.0,,,1.0,6.25,,,6.25
11335542,REFLEX_M,REFLEKS,40,150X250,150,250,Прямоугольник,72,015912_MM72_324,SamExpress2,Магазин Самарканд (Ярмарка),31.88,1.0,,,1.0,3.75,,,3.75
10379533,REFLEX_M,REFLEKS,40,200X300,200,300,Прямоугольник,64,015914_MM64_028,SamExpress2,Магазин Самарканд (Ярмарка),51.0,1.0,,,1.0,6.0,,,6.0
11585823,REFLEX_M,REFLEKS,40,400X550,400,550,Прямоугольник,65,015915_MM65_140,SamExpress2,Магазин Самарканд (Ярмарка),187.0,1.0,,,1.0,22.0,,,22.0
11189905,REFLEX_M,REFLEKS,40,150X230,150,230,Прямоугольник,67,015915_MM67_034,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
11189950,REFLEX_M,REFLEKS,40,150X230,150,230,Прямоугольник,67,015915_MM67_034,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
11181226,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,67,015915_MM67_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
11196231,REFLEX_M,REFLEKS,40,200X300,200,300,Овал,67,015915_MM67_068,SamExpress2,Магазин Самарканд (Ярмарка),51.0,1.0,,,1.0,6.0,,,6.0
11172092,REFLEX_M,REFLEKS,40,100X200,100,200,Овал,67,015915_MM67_079,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
11172945,REFLEX_M,REFLEKS,40,100X200,100,200,Овал,67,015915_MM67_079,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
11189906,REFLEX_M,REFLEKS,40,150X230,150,230,Прямоугольник,25,015917_MM25_034,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
11192125,REFLEX_M,REFLEKS,40,100X150,100,150,Прямоугольник,25,015917_MM25_039,SamExpress2,Магазин Самарканд (Ярмарка),12.75,1.0,,,1.0,1.5,,,1.5
11184182,REFLEX_M,REFLEKS,40,100X200,100,200,Прямоугольник,25,015917_MM25_040,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10842200,REFLEX_M,REFLEKS,40,400X400,400,400,Овал,25,015917_MM25_195,SamExpress2,Магазин Самарканд (Ярмарка),136.0,1.0,,,1.0,16.0,,,16.0
10741202,REFLEX_M,REFLEKS,40,200X200,200,200,Прямоугольник,52,015921_MM52_026,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10742029,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,52,015921_MM52_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854325,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,52,015921_MM52_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854326,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,52,015921_MM52_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854372,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,52,015921_MM52_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854378,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,52,015921_MM52_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854414,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,52,015921_MM52_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10755225,REFLEX_M,REFLEKS,40,150X230,150,230,Прямоугольник,52,015921_MM52_034,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
10854329,REFLEX_M,REFLEKS,40,150X230,150,230,Прямоугольник,52,015921_MM52_034,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
10751638,REFLEX_M,REFLEKS,40,100X200,100,200,Прямоугольник,52,015921_MM52_040,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10742117,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,52,015921_MM52_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10751060,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,52,015921_MM52_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10751843,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,52,015921_MM52_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10847526,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,52,015921_MM52_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10847541,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,52,015921_MM52_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10862156,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,52,015921_MM52_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10862226,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,52,015921_MM52_063,Magazin Termiz,Магазин Термез,74.38,1.0,,,1.0,8.75,,,8.75
10740976,REFLEX_M,REFLEKS,40,200X200,200,200,Овал,52,015921_MM52_066,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10741185,REFLEX_M,REFLEKS,40,200X200,200,200,Овал,52,015921_MM52_066,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10761747,REFLEX_M,REFLEKS,40,200X200,200,200,Овал,52,015921_MM52_066,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10905724,REFLEX_M,REFLEKS,40,200X200,200,200,Овал,52,015921_MM52_066,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10760012,REFLEX_M,REFLEKS,40,200X300,200,300,Овал,52,015921_MM52_068,SamExpress2,Магазин Самарканд (Ярмарка),51.0,1.0,,,1.0,6.0,,,6.0
10739164,REFLEX_M,REFLEKS,40,100X200,100,200,Овал,52,015921_MM52_079,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10739248,REFLEX_M,REFLEKS,40,100X200,100,200,Овал,52,015921_MM52_079,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10857950,REFLEX_M,REFLEKS,40,100X200,100,200,Овал,52,015921_MM52_079,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10857999,REFLEX_M,REFLEKS,40,100X200,100,200,Овал,52,015921_MM52_079,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10739174,REFLEX_M,REFLEKS,40,100X150,100,150,Овал,52,015921_MM52_080,SamExpress2,Магазин Самарканд (Ярмарка),12.75,1.0,,,1.0,1.5,,,1.5
10860455,REFLEX_M,REFLEKS,40,100X100,100,100,Овал,52,015921_MM52_081,SamExpress2,Магазин Самарканд (Ярмарка),8.5,1.0,,,1.0,1.0,,,1.0
10755599,REFLEX_M,REFLEKS,40,150X150,150,150,Овал,52,015921_MM52_090,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10864548,REFLEX_M,REFLEKS,40,150X150,150,150,Овал,52,015921_MM52_090,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10864549,REFLEX_M,REFLEKS,40,150X150,150,150,Овал,52,015921_MM52_090,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10739397,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,52,015921_MM52_119,Magazin Termiz,Магазин Термез,76.5,1.0,,,1.0,9.0,,,9.0
10739411,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,52,015921_MM52_119,SamExpress2,Магазин Самарканд (Ярмарка),76.5,1.0,,,1.0,9.0,,,9.0
10857874,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,52,015921_MM52_119,SamExpress2,Магазин Самарканд (Ярмарка),76.5,1.0,,,1.0,9.0,,,9.0
10742001,REFLEX_M,REFLEKS,40,250X250,250,250,Прямоугольник,52,015921_MM52_180,SamExpress2,Магазин Самарканд (Ярмарка),53.13,1.0,,,1.0,6.25,,,6.25
10742079,REFLEX_M,REFLEKS,40,250X250,250,250,Прямоугольник,52,015921_MM52_180,SamExpress1,Магазин Самарканд (Ярмарка),53.13,1.0,,,1.0,6.25,,,6.25
10862162,REFLEX_M,REFLEKS,40,250X250,250,250,Прямоугольник,52,015921_MM52_180,SamExpress1,Магазин Самарканд (Ярмарка),53.13,1.0,,,1.0,6.25,,,6.25
10749102,REFLEX_M,REFLEKS,40,250X250,250,250,Овал,52,015921_MM52_181,Magazin Termiz,Магазин Термез,53.13,1.0,,,1.0,6.25,,,6.25
10742069,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,54,015924_MM54_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854330,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,54,015924_MM54_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854331,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,54,015924_MM54_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854332,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,54,015924_MM54_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854385,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,54,015924_MM54_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10860480,REFLEX_M,REFLEKS,40,100X200,100,200,Прямоугольник,54,015924_MM54_040,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
